name,online_order,book_table,rate,votes,location,rest_type,cuisines,cost,Type,popular
Levitate Brewery and Kitchen,No,Yes,3.700141861024285,0,JP Nagar,others,others,1500.0,Drinks & nightlife,0
Marzipan @ The Bohemian House,Yes,No,4.2,50,Richmond Road,Cafe,Cafe,700.0,Dine-out,1
Crispy Clouds,No,No,3.700141861024285,0,New BEL Road,Delivery,"Bakery, Desserts",300.0,Desserts,0
Mughal's,No,No,3.700141861024285,0,others,Quick Bites,others,500.0,Dine-out,0
Mudpipe Cafe,Yes,Yes,3.9,728,JP Nagar,Cafe,others,800.0,Dine-out,0
JFD Cafe,Yes,No,2.8,37,HSR,Cafe,Cafe,400.0,Delivery,0
Pathaan Sir,Yes,No,3.2,49,Indiranagar,Quick Bites,others,250.0,Delivery,0
Poha On Wheels,Yes,No,3.6,11,Sarjapur Road,Quick Bites,Fast Food,100.0,Delivery,0
Melting Pot at Woodrose,Yes,No,3.7,19,JP Nagar,Quick Bites,North Indian,800.0,Delivery,0
Athithi Grand Restaurant,Yes,No,3.0,74,others,Casual Dining,others,700.0,Delivery,0
Polo Scoops,No,No,3.2,4,Electronic City,Dessert Parlor,Desserts,200.0,Delivery,0
Kaifu,Yes,No,4.2,420,New BEL Road,Casual Dining,others,700.0,Dine-out,1
Sri Krishna Sweets,No,No,3.700141861024285,0,Banaswadi,others,"Mithai, Street Food",150.0,Desserts,0
Tummy Wants Yummy,No,No,3.700141861024285,0,Marathahalli,Quick Bites,North Indian,150.0,Delivery,0
Brindavan Veg,Yes,No,3.7,20,others,Quick Bites,"South Indian, North Indian, Chinese, Street Food",350.0,Delivery,0
Gowri Sweets,No,No,3.3,4,others,others,"Mithai, Street Food",300.0,Desserts,0
Singh Da Dhaba,No,No,3.3,5,BTM,Quick Bites,North Indian,400.0,Delivery,0
Imperio Cafe,No,No,3.9,23,Whitefield,Quick Bites,others,200.0,Cafes,0
Petoo,No,No,3.7,32,Commercial Street,Casual Dining,others,800.0,Delivery,0
Juicy & Spicy,Yes,No,3.2,7,JP Nagar,others,"Bakery, Fast Food",150.0,Delivery,0
Sahodara Savi Ruchi,Yes,No,3.700141861024285,0,JP Nagar,Quick Bites,South Indian,150.0,Dine-out,0
Bawarchi Biryani,Yes,No,3.4,65,Koramangala 6th Block,Quick Bites,"Biryani, South Indian",350.0,Delivery,0
Navab's,Yes,No,3.6,10,Frazer Town,Delivery,others,600.0,Delivery,0
Yummy Pot,Yes,No,3.700141861024285,0,HSR,Quick Bites,North Indian,300.0,Delivery,0
Sandwich Shop,Yes,No,2.9,47,JP Nagar,Delivery,others,400.0,Delivery,0
De Thaali,Yes,No,3.9,144,Jayanagar,Casual Dining,others,550.0,Dine-out,0
Laughing Llama Gastropub,Yes,Yes,4.2,409,Brigade Road,others,others,1600.0,Drinks & nightlife,1
Mangalore Lunch Home,Yes,No,3.6,43,BTM,Quick Bites,others,250.0,Dine-out,0
NV Patisserie,No,No,3.6,10,Koramangala 1st Block,"Takeaway, Delivery","Desserts, Bakery",350.0,Delivery,0
Costa Coffee,No,No,3.0,6,Bellandur,Cafe,"Cafe, Fast Food",500.0,Dine-out,0
Berry'd Alive,Yes,No,4.3,1901,Koramangala 5th Block,Dessert Parlor,Desserts,400.0,Desserts,1
McDonald's,No,No,2.8,93,Commercial Street,Quick Bites,"Fast Food, Burger",500.0,Dine-out,0
Chettayees,Yes,No,3.4,152,BTM,Quick Bites,others,400.0,Delivery,0
Naidu Military Hotel,Yes,No,3.5,13,Kammanahalli,Quick Bites,South Indian,250.0,Delivery,0
Farzi Cafe,No,No,4.4,2428,Lavelle Road,others,others,1500.0,Drinks & nightlife,1
New Mathrusree Sagar,No,No,3.700141861024285,0,Ejipura,Quick Bites,South Indian,200.0,Dine-out,0
New Prashanth Hotel,Yes,No,3.3,4,Rajajinagar,Quick Bites,"South Indian, Biryani",400.0,Delivery,0
Chaai Resto,Yes,No,3.9,97,Kalyan Nagar,Cafe,others,350.0,Cafes,0
Mishmash,Yes,No,3.9,1245,HSR,"Casual Dining, Bar",others,1400.0,Delivery,0
Chaithanya Andhra Style Family Restaurant,No,No,3.2,4,Cunningham Road,Casual Dining,others,600.0,Delivery,0
Only Sharjah,Yes,No,3.700141861024285,0,BTM,others,Beverages,200.0,Delivery,0
Bismillah Bawarchi,Yes,No,3.6,43,Brookefield,Quick Bites,"North Indian, Chinese, Biryani",300.0,Delivery,0
Village Donne Biryani,Yes,No,3.3,50,Koramangala 5th Block,Quick Bites,Biryani,300.0,Dine-out,0
Tasty Momos,No,No,3.700141861024285,0,Indiranagar,Quick Bites,Chinese,200.0,Dine-out,0
Kairali,Yes,No,3.9,172,BTM,Quick Bites,others,300.0,Delivery,0
Bombay Kulfi,Yes,No,3.700141861024285,0,others,Dessert Parlor,"Desserts, Ice Cream",150.0,Desserts,0
Rolls On Wheels,No,No,3.1,76,Whitefield,Quick Bites,others,300.0,Delivery,0
Maven Foods,No,No,3.6,12,Koramangala 4th Block,Quick Bites,others,650.0,Dine-out,0
Eatato Snack Bar,No,No,3.3,11,Brigade Road,Casual Dining,"North Indian, Fast Food",400.0,Dine-out,0
Leon Grill,Yes,No,4.3,171,Koramangala 5th Block,Quick Bites,"Burger, Fast Food",500.0,Delivery,1
3 Spice,Yes,No,3.9,156,others,Casual Dining,"North Indian, Chinese",450.0,Dine-out,0
Tandoor Da Funda,No,No,3.6,15,MG Road,Quick Bites,North Indian,350.0,Delivery,0
Kanha's Kafe,No,No,3.5,12,Koramangala 5th Block,Quick Bites,others,200.0,Dine-out,0
Ambur Hot Dum Biryani,No,No,3.1,6,Shanti Nagar,Quick Bites,"Biryani, Kebab",250.0,Delivery,0
Kim Lee Restaurant,No,No,3.8,263,Indiranagar,Casual Dining,"Chinese, Momos",650.0,Delivery,0
Hotel New Mezban,No,No,3.700141861024285,0,Richmond Road,Quick Bites,South Indian,250.0,Dine-out,0
Shanthi Sagar Deluxe,No,No,2.7,52,Frazer Town,Casual Dining,others,500.0,Delivery,0
Nagas,Yes,No,3.0,7,HSR,Quick Bites,others,300.0,Delivery,0
SGS Non Veg - Gundu Pulav,Yes,No,3.4,70,Jayanagar,Quick Bites,"Biryani, Fast Food",400.0,Dine-out,0
Gallops,No,No,3.6,31,Frazer Town,others,others,1400.0,Drinks & nightlife,0
Kolkata Rolls & Fast Food,Yes,No,3.5,142,HSR,"Takeaway, Delivery",others,200.0,Delivery,0
The Lovin' Oven Cakery,No,No,3.5,11,Banaswadi,Bakery,"Bakery, Desserts",500.0,Desserts,0
Kobe Sizzlers,Yes,No,4.1,1131,Brigade Road,Casual Dining,others,1500.0,Dine-out,1
Ice Cafe & Lassi Shop,Yes,No,3.7,27,BTM,others,others,100.0,Delivery,0
Falafel Bistro,No,No,3.4,6,Koramangala 5th Block,Quick Bites,others,300.0,Dine-out,0
PiÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ±ata,No,No,3.7,19,Bellandur,Bakery,Bakery,400.0,Delivery,0
Caraway Kitchen - Conrad Bengaluru,No,Yes,4.3,165,Ulsoor,others,others,2800.0,Buffet,1
Gelato Italiano,Yes,No,3.4,5,Brookefield,Dessert Parlor,others,200.0,Desserts,0
The ThickShake Factory,Yes,No,2.8,19,Cunningham Road,others,others,350.0,Delivery,0
Borah's Kitchen,Yes,No,3.3,12,BTM,Quick Bites,"North Indian, Chinese",250.0,Dine-out,0
Lassi Corner,Yes,No,3.8,68,Marathahalli,Quick Bites,others,200.0,Delivery,0
Bawarchi Inn,Yes,No,3.1,140,BTM,Casual Dining,others,600.0,Delivery,0
Mahek Pizza,Yes,No,3.9,38,JP Nagar,Quick Bites,Pizza,400.0,Dine-out,0
Swad Punjab Da,Yes,No,4.1,133,BTM,Quick Bites,North Indian,150.0,Delivery,1
Cake Palace,Yes,No,3.4,11,Indiranagar,Dessert Parlor,Bakery,100.0,Desserts,0
Sri Vishnu Veg,Yes,No,3.5,14,Marathahalli,Quick Bites,South Indian,200.0,Delivery,0
Enerjuvate Studio & Cafe,Yes,Yes,4.4,469,Koramangala 4th Block,Cafe,others,800.0,Dine-out,1
Sri Gundappa Sweets,No,No,3.700141861024285,0,others,others,Mithai,400.0,Delivery,0
Dhaba Express,Yes,No,3.7,173,HSR,"Takeaway, Delivery",others,400.0,Delivery,0
Juba Cafe,No,No,3.4,13,Kalyan Nagar,Quick Bites,others,100.0,Dine-out,0
New Punjabi Hotel,Yes,No,3.7,181,BTM,Quick Bites,"North Indian, Chinese",400.0,Dine-out,0
Midas Touch,No,No,3.2,19,Brookefield,Bakery,others,300.0,Dine-out,0
Chinese Kitchen,No,No,3.700141861024285,0,JP Nagar,Quick Bites,Chinese,400.0,Dine-out,0
Happy Singh,Yes,No,3.8,507,Whitefield,Casual Dining,"Chinese, North Indian",900.0,Delivery,0
Mehek E Punjab,No,No,3.700141861024285,0,HSR,Quick Bites,"North Indian, Chinese",400.0,Delivery,0
The Konkan - Seafood Restaurant,Yes,Yes,4.4,219,St. Marks Road,Casual Dining,others,850.0,Dine-out,1
South Inn,No,No,3.1,24,Frazer Town,Quick Bites,South Indian,150.0,Delivery,0
Pot-O-Noodles,No,Yes,4.3,166,Koramangala 4th Block,Casual Dining,others,800.0,Delivery,1
Sri Krishna Sweets,Yes,No,3.7,32,Indiranagar,others,Mithai,250.0,Delivery,0
Big Wong XL,No,Yes,4.5,678,Koramangala 5th Block,Casual Dining,others,1400.0,Delivery,1
Dhabeliwala,Yes,No,3.8,44,JP Nagar,others,others,250.0,Delivery,0
The Eatery Cafe & Restaurant,No,No,3.6,19,Whitefield,others,others,800.0,Delivery,0
154 Breakfast Club,Yes,Yes,4.0,1512,others,Cafe,"Cafe, Continental",900.0,Dine-out,1
Hotel Oottupura,No,No,3.6,21,Ejipura,Quick Bites,South Indian,200.0,Dine-out,0
Bubble Bee,Yes,No,3.9,45,HSR,Dessert Parlor,others,400.0,Delivery,0
Donne Biriyani Mane,No,No,3.2,23,HSR,Quick Bites,"Biryani, Kebab",400.0,Delivery,0
Chinese Corner,No,No,3.1,5,Brigade Road,Quick Bites,Chinese,200.0,Dine-out,0
Chai Point,Yes,No,4.0,317,HSR,others,others,250.0,Delivery,1
Moriz Restaurant,Yes,No,2.7,82,Bellandur,Casual Dining,others,800.0,Delivery,0
SipMeal,No,No,3.700141861024285,0,Indiranagar,Delivery,others,300.0,Delivery,0
Crepe Connection,Yes,No,3.700141861024285,0,Marathahalli,Quick Bites,others,400.0,Delivery,0
Daba Delights,Yes,No,3.3,9,Koramangala 4th Block,Delivery,"North Indian, Mughlai",400.0,Delivery,0
Shan Restaurant,Yes,No,3.0,20,Brigade Road,Casual Dining,others,400.0,Delivery,0
Hello Resto-Pub,Yes,Yes,4.1,348,Old Airport Road,others,Continental,900.0,Delivery,1
Habitts,Yes,No,3.7,62,BTM,Quick Bites,others,350.0,Dine-out,0
Pind XPRS,No,No,3.700141861024285,0,HSR,Delivery,North Indian,300.0,Delivery,0
Rajasthan Sweets,Yes,No,3.2,4,Sarjapur Road,others,Mithai,150.0,Delivery,0
Ice Treat,Yes,No,3.8,42,HSR,Quick Bites,others,200.0,Delivery,0
Appetite Workstation,Yes,No,3.6,18,Sarjapur Road,Quick Bites,"North Indian, Chinese, Biryani",500.0,Delivery,0
RockSalt,Yes,Yes,4.4,484,St. Marks Road,others,others,1900.0,Dine-out,1
Night Biryani,Yes,No,3.2,21,BTM,"Takeaway, Delivery","Biryani, North Indian",600.0,Delivery,0
Krazzy Folds,Yes,Yes,4.2,1901,Jayanagar,Cafe,others,800.0,Cafes,1
The Right Moo Organic Icecreams,No,No,3.700141861024285,0,Rajajinagar,Dessert Parlor,Desserts,300.0,Desserts,0
Best In Klass,Yes,No,3.2,47,Whitefield,Quick Bites,South Indian,200.0,Dine-out,0
Amravathi Restaurants & Caterers,No,No,3.1,6,BTM,Quick Bites,"North Indian, Chinese",400.0,Dine-out,0
Omleterian,Yes,No,3.700141861024285,0,others,Quick Bites,others,200.0,Dine-out,0
Barbeque Delight,Yes,Yes,3.8,189,Sarjapur Road,Casual Dining,others,800.0,Delivery,0
Graffitea,Yes,No,3.7,16,BTM,others,"Beverages, Fast Food",200.0,Delivery,0
Nizam's Biryani House,No,No,3.700141861024285,0,Old Airport Road,Casual Dining,"North Indian, Biryani",1000.0,Delivery,0
Shiv Sager,No,No,3.0,10,Brigade Road,others,"South Indian, North Indian, Chinese",200.0,Dine-out,0
Tippler,No,Yes,4.2,2901,Indiranagar,others,others,1300.0,Pubs and bars,1
Vegan Heat,Yes,No,4.1,314,Koramangala 1st Block,"Takeaway, Delivery",others,650.0,Desserts,1
Salkara Malabar Kitchen,No,No,3.700141861024285,0,BTM,Quick Bites,"North Indian, Chinese",300.0,Dine-out,0
Nebula,No,No,3.3,6,Malleshwaram,Casual Dining,others,700.0,Dine-out,0
Wow Momo,Yes,No,3.4,12,JP Nagar,Quick Bites,others,300.0,Dine-out,0
Chinese Corner,No,No,3.700141861024285,0,BTM,Quick Bites,Chinese,300.0,Dine-out,0
Brunch & Munch - Hotel Millennium Plaza,No,No,3.5,23,Electronic City,Casual Dining,others,1200.0,Dine-out,0
Samosa Corner,No,No,3.7,33,Bellandur,Quick Bites,Street Food,100.0,Delivery,0
Grand Village,No,No,3.8,166,Basavanagudi,Casual Dining,others,600.0,Buffet,0
Drunken Monkey,No,No,4.0,124,Church Street,others,"Beverages, Fast Food",500.0,Delivery,1
Raj Rasoi,Yes,No,3.5,12,Ejipura,Quick Bites,"North Indian, Chinese",250.0,Dine-out,0
Ande Ka Funda,Yes,No,3.3,117,others,Quick Bites,others,250.0,Delivery,0
Juice Junction Food Court,Yes,No,3.7,57,Basavanagudi,Quick Bites,others,200.0,Delivery,0
Fava Bistro,Yes,Yes,4.4,383,Koramangala 5th Block,"Casual Dining, Bar",others,1500.0,Dine-out,1
Lassi Corner,Yes,No,2.9,28,others,others,"Beverages, Desserts",200.0,Delivery,0
Dum & Oven,No,No,3.7,29,HSR,Casual Dining,others,600.0,Dine-out,0
Ooty Chocolates,Yes,No,4.1,157,Koramangala 4th Block,Dessert Parlor,Desserts,300.0,Delivery,1
Sri Krishna Delight,No,No,3.700141861024285,0,BTM,Quick Bites,"North Indian, South Indian",250.0,Delivery,0
Fried Chicken Burger,No,No,3.700141861024285,0,Koramangala 1st Block,Quick Bites,Fast Food,400.0,Delivery,0
Banashree Caterers,No,No,3.700141861024285,0,others,"Takeaway, Delivery",South Indian,250.0,Delivery,0
Ghee Biryanis,Yes,No,3.4,137,BTM,"Takeaway, Delivery","Biryani, North Indian",500.0,Delivery,0
Ambur Biryani Mess,No,No,3.4,18,Koramangala 6th Block,others,Biryani,250.0,Dine-out,0
Curry Leaves,Yes,No,3.8,232,Jayanagar,Casual Dining,others,600.0,Delivery,0
Pulp Juice Bar,Yes,No,3.6,16,HSR,others,others,150.0,Delivery,0
Sri Devi Baker's,No,No,3.9,41,BTM,others,others,200.0,Desserts,0
Two Friends Cauldron,Yes,Yes,4.1,448,JP Nagar,Casual Dining,others,700.0,Delivery,1
Chaat Chatore,No,No,3.700141861024285,0,MG Road,Quick Bites,others,150.0,Delivery,0
Laddoos,Yes,No,3.4,277,BTM,others,others,250.0,Delivery,0
Sardarji Londonwaley,No,No,3.700141861024285,0,Bannerghatta Road,Delivery,North Indian,450.0,Delivery,0
Dash In,No,No,3.1,53,BTM,Casual Dining,others,600.0,Dine-out,0
Cupcake Bliss,Yes,No,3.700141861024285,0,Koramangala 7th Block,Bakery,Bakery,200.0,Desserts,0
Tandoorinn,No,No,3.2,5,others,Quick Bites,others,300.0,Delivery,0
Cake Palace,Yes,No,3.4,12,Indiranagar,Dessert Parlor,Bakery,100.0,Delivery,0
Pecos Classic,No,Yes,4.1,548,Brigade Road,others,Finger Food,1100.0,Dine-out,1
Cultch Resto Cafe,No,No,3.7,47,Marathahalli,Cafe,Cafe,600.0,Dine-out,0
Royal Lunch Home,No,No,3.700141861024285,0,others,Quick Bites,North Indian,150.0,Dine-out,0
Hotel Thalassery,No,No,3.4,8,Electronic City,Quick Bites,"Kerala, South Indian",200.0,Dine-out,0
Third Wave Coffee Roasters,No,No,4.4,1224,Koramangala 4th Block,Cafe,others,800.0,Delivery,1
Allana Kabab,Yes,No,3.3,4,Richmond Road,Quick Bites,North Indian,200.0,Dine-out,0
Leon Grill,Yes,No,4.3,164,Koramangala 5th Block,Quick Bites,"Burger, Fast Food",500.0,Delivery,1
Hang10 Resto N Cafe,Yes,No,3.8,102,BTM,Casual Dining,others,800.0,Desserts,0
McDonald's,Yes,No,3.8,106,Ulsoor,Quick Bites,"Burger, Fast Food",500.0,Delivery,0
The Underground Gastropub,No,No,3.0,37,Koramangala 5th Block,others,Finger Food,1000.0,Dine-out,0
Alfresco by Bene -Sheraton Grand Bangalore Hotel at...,No,Yes,3.7,77,Malleshwaram,others,Continental,2000.0,Drinks & nightlife,0
Bar UNO - JW Marriott Bengaluru,No,No,3.9,73,Lavelle Road,others,others,2500.0,Drinks & nightlife,0
Fresh Pressery Cafe,Yes,No,4.1,141,Koramangala 5th Block,Cafe,others,1200.0,Dine-out,1
Omleterian,Yes,No,3.700141861024285,0,BTM,Quick Bites,others,200.0,Delivery,0
Bob's Bar,No,No,3.700141861024285,0,Koramangala 7th Block,others,others,1000.0,Pubs and bars,0
Mudpipe Cafe,Yes,Yes,4.5,1880,BTM,Cafe,others,900.0,Dine-out,1
R.K Biryani & Chinese Fast Food,No,No,3.700141861024285,0,Richmond Road,Quick Bites,Biryani,200.0,Dine-out,0
Ilyazsab The House Of Chicken,Yes,No,4.0,118,BTM,Quick Bites,others,250.0,Delivery,1
Lassi Corner,Yes,No,3.7,107,Basavanagudi,others,others,150.0,Delivery,0
Chinese Food Point,Yes,No,3.700141861024285,0,others,"Takeaway, Delivery",others,300.0,Delivery,0
Ashirvaad Grand,Yes,No,4.0,115,BTM,Quick Bites,others,400.0,Dine-out,1
TGI Fridays,Yes,Yes,3.9,1337,Bannerghatta Road,others,others,1700.0,Delivery,0
New Taj,Yes,No,3.2,118,Ulsoor,Quick Bites,"North Indian, Chinese",300.0,Delivery,0
Slurpy Shakes,Yes,No,3.700141861024285,0,Malleshwaram,Delivery,Beverages,300.0,Delivery,0
Lazeez,Yes,No,3.1,910,Koramangala 5th Block,Casual Dining,others,600.0,Dine-out,0
Cafe Aladdin,No,No,3.9,74,St. Marks Road,Cafe,others,500.0,Cafes,0
Sri Ganesh Juice Junction,Yes,No,3.7,129,others,others,others,150.0,Delivery,0
Picnik,Yes,No,3.700141861024285,0,Whitefield,Quick Bites,others,300.0,Delivery,0
Swiss Bakery Cafe - Gokulam Grand Hotel & Spa,No,No,3.3,6,New BEL Road,others,"Cafe, Bakery",400.0,Desserts,0
Atty's Bakery,Yes,No,4.0,73,Frazer Town,Bakery,Bakery,250.0,Delivery,1
Namana Garden,No,No,2.6,75,BTM,Quick Bites,others,400.0,Dine-out,0
Lemlei Cafe,No,No,3.700141861024285,0,Kammanahalli,Cafe,others,400.0,Dine-out,0
Wolga Restaurant,No,No,3.4,6,Banaswadi,Casual Dining,"North Indian, Chinese, Biryani",600.0,Delivery,0
Yaduvanshi Hotel,No,No,3.700141861024285,0,BTM,Quick Bites,others,300.0,Delivery,0
Prashanth Naati Corner,Yes,No,3.5,10,others,Quick Bites,"South Indian, Biryani",300.0,Dine-out,0
The Biere Club,Yes,Yes,4.3,3498,Lavelle Road,others,others,1700.0,Delivery,1
Pabrai's Fresh & Naturelle Icecreams,Yes,No,4.2,132,Brigade Road,Dessert Parlor,Ice Cream,180.0,Desserts,1
Dolci Desserts,Yes,No,4.3,658,Cunningham Road,others,"Cafe, Desserts",750.0,Cafes,1
CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Down The Alley,Yes,No,4.1,402,Banashankari,Cafe,Cafe,500.0,Dine-out,1
Earth Plate Express,Yes,No,3.9,33,JP Nagar,others,others,600.0,Delivery,0
Market Table,No,Yes,4.5,549,Koramangala 5th Block,Cafe,others,900.0,Dine-out,1
ThugLife Rolls,No,No,3.700141861024285,0,others,Quick Bites,others,200.0,Delivery,0
Magic Biryani,No,No,3.700141861024285,0,Richmond Road,Quick Bites,"Biryani, Kebab",150.0,Delivery,0
Vyanjan,Yes,No,3.9,203,BTM,Quick Bites,"North Indian, Street Food",300.0,Delivery,0
Just Bake,Yes,No,3.3,41,Basavanagudi,Bakery,"Bakery, Desserts",400.0,Desserts,0
Food Plaza,No,No,3.700141861024285,0,Basavanagudi,Quick Bites,"South Indian, North Indian, Chinese",150.0,Dine-out,0
Chai & Kadi,No,No,3.8,33,Indiranagar,Quick Bites,South Indian,200.0,Dine-out,0
Coffee Tindi,Yes,No,3.8,75,Banashankari,others,others,200.0,Delivery,0
Mithai Time,Yes,No,3.0,56,Whitefield,others,others,200.0,Delivery,0
Karma Foods,No,No,3.2,8,Brookefield,Quick Bites,"North Indian, Chinese",250.0,Dine-out,0
Lincoln Bistro,Yes,No,4.3,252,New BEL Road,Casual Dining,others,800.0,Delivery,1
Chowmein Kitchen,No,No,3.700141861024285,0,Ejipura,Quick Bites,others,150.0,Dine-out,0
Ganesh Food Joint,Yes,No,3.6,101,Malleshwaram,Quick Bites,"South Indian, North Indian, Chinese",200.0,Delivery,0
Ibaco,Yes,No,3.9,81,New BEL Road,Dessert Parlor,Desserts,300.0,Desserts,0
Dice N Dine,Yes,Yes,4.3,1804,Koramangala 5th Block,others,others,900.0,Cafes,1
Salt - Indian Restaurant Bar & Grill,Yes,Yes,4.4,677,Koramangala 7th Block,Casual Dining,others,1500.0,Delivery,1
Health Gourmet,Yes,No,3.8,117,Sarjapur Road,"Takeaway, Delivery",others,600.0,Delivery,0
Meat And Eat,Yes,No,3.1,74,Domlur,Quick Bites,"Fast Food, Burger",500.0,Delivery,0
Swathi Deluxe Restaurant,Yes,No,3.0,73,Shanti Nagar,Casual Dining,North Indian,500.0,Dine-out,0
The Paratha Company,Yes,No,4.3,291,Koramangala 4th Block,Delivery,North Indian,400.0,Delivery,1
The Culinarium,No,No,3.7,22,others,others,others,1100.0,Dine-out,0
Royal's Biryani,Yes,No,3.700141861024285,0,BTM,Quick Bites,Biryani,300.0,Delivery,0
Swathi Restaurant,Yes,No,3.9,49,JP Nagar,Quick Bites,others,400.0,Dine-out,0
Snow'ora,Yes,No,3.700141861024285,0,Kalyan Nagar,Dessert Parlor,others,350.0,Desserts,0
RKA Brahmins Coffee Bar,No,No,3.700141861024285,0,Electronic City,Quick Bites,South Indian,150.0,Dine-out,0
Cafe Noir,Yes,No,3.700141861024285,0,Koramangala 7th Block,Casual Dining,others,1500.0,Dine-out,0
Waah Chef,No,No,3.700141861024285,0,Whitefield,Casual Dining,others,600.0,Dine-out,0
Mallige,No,No,3.2,5,others,Casual Dining,"North Indian, South Indian",700.0,Dine-out,0
Skandas Veg Restaurant,No,No,3.2,22,Brookefield,Casual Dining,"South Indian, North Indian",400.0,Delivery,0
Shiv Sager,No,No,3.0,10,Brigade Road,others,"South Indian, North Indian, Chinese",200.0,Delivery,0
Dr. Sheesha,No,Yes,4.2,1466,JP Nagar,Cafe,others,800.0,Dine-out,1
Gourmet,No,No,3.5,12,Electronic City,Casual Dining,others,800.0,Delivery,0
Meenu Oota Da Maane,Yes,Yes,4.2,293,Koramangala 5th Block,Casual Dining,others,800.0,Delivery,1
Maxpresso,No,No,4.1,324,Koramangala 7th Block,Cafe,others,700.0,Delivery,1
Daily & Divine,No,No,3.700141861024285,0,Koramangala 5th Block,Quick Bites,others,200.0,Dine-out,0
Waffle Magic,Yes,No,4.1,87,Koramangala 6th Block,Cafe,"Cafe, Desserts",700.0,Delivery,1
Shuddh Desi Khana,Yes,No,4.1,609,Bannerghatta Road,Quick Bites,North Indian,400.0,Dine-out,1
Darshan Paradise Restaurant,Yes,No,3.6,16,BTM,Quick Bites,"North Indian, Chinese",300.0,Dine-out,0
Chaai Resto,No,No,3.700141861024285,0,Jayanagar,Cafe,others,300.0,Cafes,0
Feast - Sheraton Grand Bangalore Hotel at Brigade...,No,Yes,4.3,950,Malleshwaram,others,"North Indian, Continental",2000.0,Buffet,1
Teburu,Yes,No,4.4,203,Kalyan Nagar,Casual Dining,others,800.0,Dine-out,1
Toscano,Yes,Yes,4.5,721,Koramangala 7th Block,Casual Dining,others,1500.0,Buffet,1
The Feast Fries,Yes,No,3.700141861024285,0,Kalyan Nagar,Quick Bites,Fast Food,200.0,Delivery,0
Midas Touch,No,No,3.2,19,Brookefield,Bakery,others,300.0,Delivery,0
Hotel Fine,Yes,No,3.5,24,others,Casual Dining,"North Indian, Chinese",450.0,Dine-out,0
Fort Kochi,No,Yes,4.1,336,MG Road,"Casual Dining, Bar",others,1800.0,Pubs and bars,1
Forum Bakes & Cafe,Yes,No,3.700141861024285,0,others,others,"Bakery, Fast Food",200.0,Desserts,0
S.W.A.T Food Truck,No,No,3.7,21,Koramangala 5th Block,Quick Bites,others,250.0,Dine-out,0
Dhaba Shaba,Yes,No,3.2,61,Sarjapur Road,Quick Bites,"North Indian, Fast Food",250.0,Dine-out,0
Satkar Upahar,No,No,3.700141861024285,0,Shanti Nagar,Quick Bites,others,100.0,Dine-out,0
China South,No,No,3.4,4,Brigade Road,Casual Dining,others,600.0,Dine-out,0
Natural Ice Cream,No,No,4.3,423,Bannerghatta Road,Dessert Parlor,"Ice Cream, Desserts",150.0,Delivery,1
Raghavendra Tiffin,No,No,4.4,228,HSR,Quick Bites,South Indian,150.0,Dine-out,1
Petoo,No,No,3.700141861024285,0,Sarjapur Road,Quick Bites,"North Indian, Fast Food",450.0,Dine-out,0
Gilly's Restobar,No,Yes,4.5,3919,Koramangala 5th Block,others,others,1000.0,Dine-out,1
Skywalk Restobar,No,No,3.3,5,Koramangala 1st Block,"Casual Dining, Bar","North Indian, South Indian",700.0,Pubs and bars,0
Punjabi Park,Yes,No,2.9,25,Whitefield,Quick Bites,"North Indian, Fast Food",400.0,Delivery,0
Puro Gusto,No,No,3.9,25,Bellandur,Cafe,Cafe,400.0,Cafes,0
Tandoor Merchant,Yes,No,3.4,24,BTM,"Takeaway, Delivery","North Indian, Chinese, Fast Food",500.0,Delivery,0
Mukati Kitchen,Yes,No,3.7,133,others,Quick Bites,others,500.0,Delivery,0
Mainland China,Yes,Yes,4.5,1428,Church Street,"Casual Dining, Bar",Chinese,1700.0,Pubs and bars,1
The Egg Factory,Yes,No,4.0,738,Whitefield,Casual Dining,others,750.0,Dine-out,1
Shri Vinayaka Ice N Juice,Yes,No,3.7,17,Jayanagar,Quick Bites,"Fast Food, Beverages",200.0,Delivery,0
